id,name,original_price,price,fulfillment_type,brand,review_count,rating_average,favourite_count,current_seller,number_of_images,category,quantity_sold,discount
250182918,Gọng Kính Cận Khung Hợp Kim Cao Cấp Tròng 0 Độ Chống Ánh Sáng Xanh Gọng Cận Nam Nữ Cao Cấp Thời Trang Hàn Quốc VINIEL SK15,340000,162000,tiki_delivery,Viniel,4,5.0,0,OEM Distributes,14,Gọng kính nam,16,52.35
250192095,Gọng Kính Cận Khung Hợp Kim Cao Cấp Tròng 0 Độ Chống Ánh Sáng Xanh Gọng Cận Nam Nữ Cao Cấp Thời Trang Hàn Quốc VINIEL SK18,340000,162000,tiki_delivery,Viniel,5,5.0,0,OEM Distributes,7,Gọng kính nam,20,52.35
250188936,Gọng Kính Cận Khung Hợp Kim Cao Cấp Tròng 0 Độ Chống Ánh Sáng Xanh Gọng Cận Nam Nữ Cao Cấp Thời Trang Hàn Quốc VINIEL SK17,340000,152000,tiki_delivery,Viniel,5,5.0,0,OEM Distributes,9,Gọng kính nam,22,55.29
193453350,"Kính viễn thị, lão thị QNV01",136000,136000,tiki_delivery,OEM,2,4.5,0,Namquynhshop,8,Gọng kính nam,2,0.0
211310762,Kính lão thị viễn thị gập gọn toàn viền màu gold sang trọng( Mã sale),94050,94050,dropship,OEM,1,5.0,0,PHỤ KIỆN THIÊN MINH,5,Root,2,0.0
90473785,Kính lão thị viễn thị có độ sẵn nam nữ siêu dẻo màu Đen,109000,109000,dropship,OEM,5,4.2,0,PHỤ KIỆN THIÊN MINH,11,Gọng kính nam,17,0.0
72467500,"Kính Giả Cận, Gọng Kính Cận Nam Nữ Mắt Vuông Gọng Đen Không Độ Hàn Quốc - BLUE LIGHT SHOP",149000,149000,dropship,OEM,55,4.7,0,THẾ GIỚI THỜI TRANG 24H,5,Gọng kính,138,0.0
31083946,Kính lão lắp sẵn + 1.00- + 4.00 độ,87000,87000,dropship,OEM,8,4.5,0,Tổng Kho Phụ Kiện Thiên Ngọc,3,Thời Trang,28,0.0
52054287,Gọng kính thay mắt cận viễn loạn nam giới nửa viền kiểu dáng thể thao nam tính,109000,109000,dropship,OEM,24,4.3,0,Tổng Kho Phụ Kiện Thiên Ngọc,5,Thời Trang,93,0.0
74676926,Kính viễn thị trung niên kính lão thị hàng cao cấp mắt sáng và rõ PKTM sản phẩm bền và thời trang ,109000,109000,dropship,OEM,8,5.0,0,PHỤ KIỆN THIÊN MINH,5,Gọng kính nam,27,0.0
211310250,Kính lão thị viễn thị trung niên hai tròng Xa - Gần  an toàn và siêu nhẹ KVN11UNIQUI,142500,142500,dropship,OEM,1,5.0,0,PHỤ KIỆN THIÊN MINH,7,Root,2,0.0
49944088,Kính lão thị sẵn độ siêu dẻo +1.00 đến +4.00 hàng cao cấp chống uv kvn191cp nam nữ,90000,90000,dropship,OEM,2,5.0,0,THẾ GIỚI THỜI TRANG 24H,6,Thời Trang,5,0.0
115548264,GỌNG KÍNH CẬN VUÔNG GỌNG DẺO HÀN,89000,89000,dropship,OEM,12,3.8,0,Gọng Kính Cận Store,7,Root,48,0.0
124089706,[35] Gọng kính cận trẻ em đặc biệt,69000,69000,dropship,OEM,1,4.0,0,Young Love,1,Gọng kính nam,6,0.0
91831338,Kính lão thị viễn thị  nam nữ cao cấp giả bút cài áo cực tện lợi màu Đen,99000,99000,dropship,OEM,9,4.5,0,PHỤ KIỆN THIÊN MINH,5,Gọng kính nam,45,0.0
48229068,Kính lão thị viễn thị mắt sẵn độ +100 đến +400 mắt to tròn nam nữ ,110000,110000,dropship,OEM,44,4.0,0,PHỤ KIỆN THIÊN MINH,5,Thời Trang,229,0.0
41100353,Kính viễn thị kính đọc sách kiểu dáng thể thao nửa viền nam tính mắt cực sáng KV667,99000,99000,tiki_delivery,OEM,4,3.5,0,Namquynhshop,7,Thời Trang,26,0.0
49739920,Kính Giả Cận Nam Nữ Gọng Kính Cận Clubmaster TF Đen Bạc,125000,125000,dropship,OEM,11,5.0,0,THẾ GIỚI THỜI TRANG 24H,4,Thời Trang,46,0.0
25638442,"Gọng Kính Cận Thời Trang Nam (Có Sẵn Mắt Kính 0 Độ, Có Thể Làm Kính Chống Bụi Ngay Hoặc Lắp Mắt Kính Cận). Gọng Dẻo Siêu Đàn Hồi",125000,125000,dropship,OEM,0,0.0,0,THẾ GIỚI THỜI TRANG 24H,10,Gọng kính,3,0.0
69658325,"Gọng kính cận, Kính giả cận vintage Kim loại cho Nam và Nữ + Tặng Tuavit  Kính Xinh Mini đa năng",93000,88000,dropship,OEM,3,4.7,0,Kính Xinh,4,Thời Trang,6,5.38
46447934,Kính viễn thị  kính lão thị mắt cực sáng và trong gọng lò xo đàn hồi nhìn chữ cực nét và không nhức mắt PKTM_139,139000,139000,dropship,OEM,16,4.0,0,PHỤ KIỆN THIÊN MINH,10,Thời Trang,67,0.0
173087004,"Kính lão thị dành cho nam và nữ gọng kính chắc chắn ,form đẹp tặng hộp da cao cấp",139000,139000,dropship,OEM,14,4.6,0,Shop Kính Mắt AQ,3,Gọng kính nam,31,0.0
72120344,"Kính Giả Cận, Gọng Kính Cận Nam Nữ Mắt Vuông Gọng Kim Loại Cứng Cáp - BLUE LIGHT SHOP",142000,142000,dropship,Blue Light,20,4.8,0,Kính Xinh,4,Gọng kính,64,0.0
90870316,Kính lão Đọc Sách mặt kính gọng Kim Loại Có Thể Gấp Gọn Tiện Dụng,99000,99000,dropship,OEM,10,4.1,0,Shop Kính Mắt AQ,6,Root,34,0.0
5445063,Gọng Kính Cận Thời Trang Nam G967,99000,99000,dropship,MẮT KÍNH SHADY,18,4.5,0,Gọng Kính Shady,3,Thời Trang,150,0.0
130735136,Kính lão thị kính đọc sách nam nữ chống mỏi chống nhức khi đeo lâu mắt sáng rõ,90000,90000,dropship,OEM,0,0.0,0,THẾ GIỚI THỜI TRANG 24H,5,Gọng kính nam,1,0.0
55622370,Kính lão thị viễn thị trung niên siêu dẻo siêu bền KVT17 Nhật Bản cao cấp,125000,125000,dropship,OEM,0,0.0,0,THẾ GIỚI THỜI TRANG 24H,9,Thời Trang,0,0.0
110283326,Kính mắt vuông bản nhựa basic tròng chống ánh sáng xanh cao cấp ,120000,120000,dropship,LALAMIA,0,0.0,0,Kính Xinh,3,Gọng kính nam,0,0.0
56069725,Kính lão thị viễn thị gập gọn KVM01CP có bao da sẵn độ mắt cực sáng và rõ Nam nữ,90000,90000,tiki_delivery,OEM,20,4.5,0,Namquynhshop,6,Thời Trang,72,0.0
57360774,Gọng kính Mắt vuông CH2276 (51-19-130) - Tặng kèm Tuavit Kinh xinh mini,169000,169000,dropship,OEM,0,0.0,0,Kính Xinh Shop,5,Thời Trang,0,0.0
96933901,Kính lão dành cho nam và nữ xẻ viền cước tròng kính chống xước chống ánh sáng xanh,149000,149000,dropship,OEM,2,3.5,0,Shop Kính Mắt AQ,6,Root,11,0.0
210282771,"Kính lọc ánh sáng xanh nam/nữ cao cấp, bảo vệ mắt điện thoại và máy tính, kính chống tia UV400, chống mỏi KT17UNIQUI",149000,149000,dropship,OEM,1,5.0,0,THẾ GIỚI THỜI TRANG 24H,8,Root,2,0.0
123150220,"Gọng Kính Cận, Kính Giả Cận Nam Nữ Mắt Vuông Nhựa Dẻo Cao Cấp Hàn Quốc",150000,150000,dropship,LALAMIA,6,4.5,0,Kính Xinh,4,Gọng kính nam,18,0.0
49945442,Kính lão thị viễn thị sẵn độ cao cấp siêu dẻo kvn07pktm,87000,87000,dropship,OEM,8,4.5,0,PHỤ KIỆN THIÊN MINH,5,Thời Trang,37,0.0
119943331,Gọng kính cận 0 độ thời trang phong cách công sở dành cho cả nam và nữ,109000,109000,dropship,OEM,0,0.0,0,thời trang mùa hạ,8,Root,3,0.0
102099553,Kính Mắt tròn ulzzang cao cấp cho nam và nữ (Nhiều màu),160000,160000,dropship,LALAMIA,0,0.0,0,Kính Xinh,4,Gọng kính nam,0,0.0
90849810,Kính lão trung niên nam nữ kính đọc sách viễn thị cực rõ và sáng,109000,109000,dropship,OEM,4,5.0,0,PHỤ KIỆN THIÊN MINH,7,Gọng kính nam,19,0.0
52468132,Kính lão thị kính viễn thị trung niên sẵn độ HTTPKVT09PKCP2 ,109000,109000,dropship,OEM,13,4.6,0,Tổng Kho Phụ Kiện Thiên Ngọc,4,Thời Trang,39,0.0
131415658,Kính lão thị cao cấp gập gọn NQ06 có bao da sẵn độ mắt cực sáng và rõ,136000,136000,tiki_delivery,OEM,4,4.0,0,Namquynhshop,6,Gọng kính nam,15,0.0
73245429,"Gọng kính, mắt kính SARIFA 2449 (53-16-147) nhiều màu lựa chọn, thích hợp làm kính cận hoặc kính thời trang",450000,139000,dropship,SARIFA,3,3.3,0,SUNGLASSHUT,4,Gọng kính nam,5,69.11
52063674,Kính lão thị viễn thị siêu dẻo Nam nữ chống tia uv mắt cực sáng và trong HTTPKV149PK,131000,131000,dropship,OEM,10,4.0,0,Tổng Kho Phụ Kiện Thiên Ngọc,5,Thời Trang,37,0.0
118114559,"Gọng Kính Cận, Kính Giả Cận Nam Nữ Mắt Tròn Xoe Nhựa Siêu Dẻo Cấp Thời Trang Hàn Quốc - KÍNH XINH SHOP",99000,94000,dropship,HOKO,0,0.0,0,Kính Xinh Shop,4,Gọng kính nam,0,5.05
48245233,Kính lão thị viễn thị sẵn độ gập gọn cao cấp JAPAKVG10CP,130000,130000,dropship,OEM,32,4.5,0,PHỤ KIỆN THIÊN MINH,8,Thời Trang,152,0.0
121496876,"Kính Giả Cận, Gọng Kính Cận Nam Nữ Mắt Tròn Gọng Kim Loại Hàn Quốc - Mắt Kính Chống Ánh Sáng Xanh Bảo Vệ Mắt",120000,120000,dropship,LALAMIA,3,4.3,0,Kính Xinh,4,Gọng kính nam,6,0.0
28996181,Kính Mắt tròn Trong suốt Form to,120000,120000,dropship,OEM,0,0.0,0,Kính Xinh Shop,3,Thời Trang,7,0.0
130730111,Kính lão thị kính đọc sách trung niên sẵn độ cao cáp TKPKTNKV213,109000,109000,dropship,OEM,7,4.5,0,Tổng Kho Phụ Kiện Thiên Ngọc,5,Gọng kính nam,17,0.0
127022639,"Kính Giả Cận, Gọng Kính Cận Nam Nữ Mắt Vuông Nhựa Dẻo Không Độ Hàn Quốc",150000,142500,dropship,LiLiLa,1,5.0,0,Kính Xinh Shop,2,Gọng kính nam,9,5.0
120784545,"Kính Chống Ánh Sáng Xanh Không Độ Từ Điện Thoại, Máy Tính, Chống Mỏi Mắt Tròn Gọng Kim Loại Hàn Quốc - KÍNH XINH SHOP",120000,114000,dropship,LiLiLa,6,4.8,0,Kính Xinh Shop,3,Gọng kính nam,21,5.0
122473922,"Kính Mắt Nam Nữ Chống Ánh Sáng Xanh Từ Máy Tinh, Tv, Điện Thoại Dáng Tròn Nhỏ Gọng Nhựa",139000,132000,dropship,LiLiLa,0,0.0,0,Kính Xinh Shop,4,Gọng kính nam,0,5.04
67551670,Gọng Kính Cận Gọng Cận Nam Nữ Cao Cấp Thời Trang Hàn Quốc VINIEL SM11,360000,120000,tiki_delivery,Viniel,11,4.7,0,OEM Distributes,4,Thời Trang,34,66.67
49951362,Kính lão thị viễn thị trung niên sẵn độ +1.00 đến +4.00 kv09pktm Nam nữ mắt chống UV  ,109000,109000,dropship,OEM,0,0.0,0,Tổng Kho Phụ Kiện Thiên Ngọc,5,Thời Trang,1,0.0
103855008,Kính gọng Mắt vuông  basic nhựa bản dày cao cấp (ĐEN),120000,114000,dropship,LiLiLa,0,0.0,0,Kính Xinh Shop,5,Gọng kính nam,0,5.0
110047857,Kính lão thị viễn thị trung niên kính đọc sách sáng và rõ KV88,109000,109000,dropship,OEM,1,5.0,0,PHỤ KIỆN THIÊN MINH,5,Gọng kính nam,7,0.0
124247825,"Kính viễn thị , lão thị , kính đọc sách gọng vàng giá rẻ",149000,149000,dropship,OEM,0,0.0,0,THẾ GIỚI THỜI TRANG 24H,3,Root,0,0.0
74922923,Kính lão thị viễn thị kv14 loại tốt mắt sáng và rõ trong cực thời trang cao cấp chống va đập,109000,109000,dropship,OEM,5,4.8,0,PHỤ KIỆN THIÊN MINH,6,Gọng kính nam,17,0.0
94519796, Gọng kính cận vuông nhựa dẻo cho cả nam và nữ 8087 - Tiệm kính Candy,140000,140000,dropship,OEM,0,0.0,0,kinhmatcandy,8,Root,0,0.0
84775207,Kính lão thị trung niên gập gọn gọng hợp kim cao cấp màu gold sang trọng,109000,109000,dropship,OEM,3,5.0,0,PHỤ KIỆN THIÊN MINH,4,Gọng kính nam,8,0.0
90474944,Kính lão thị cao cấp cực nhẹ kính viễn thị nam nữ trung niên cao cấp chống va đập,109000,109000,dropship,OEM,0,0.0,0,PHỤ KIỆN THIÊN MINH,6,Gọng kính nam,0,0.0
52058363,Kính viễn thị lão thị Nam nữ cao cấp cực sáng chịu lực va đập cực bền mắt sẵn độ HTTPKVN191PK,109000,109000,dropship,OEM,15,4.3,0,Tổng Kho Phụ Kiện Thiên Ngọc,5,Thời Trang,71,0.0
49950091,Kính lão thị viễn thị sẵn độ +1.00 đến +4.00 siêu dẻo nam nữ cao cấp kvm301,142000,142000,dropship,OEM,36,4.3,0,PHỤ KIỆN THIÊN MINH,6,Thời Trang,128,0.0
74845035,Kính lão thị viễn thi nam nữ không viền siêu nhẹ siêu bền chống uv mắt cực sáng và trong kv88,109000,109000,dropship,OEM,4,4.5,0,PHỤ KIỆN THIÊN MINH,5,Gọng kính nam,16,0.0
72851402,Kính lão đọc sách từ + 0.50 đến + 6.00 độ,145000,145000,dropship,OEM,0,0.0,0,THẾ GIỚI THỜI TRANG 24H,3,Gọng kính,6,0.0
194469952,Kính cận lão viễn thị. Kính đọc sách báo nhìn rõ chống mỏi mắt cho nam và nữ dona22120801,99000,99000,dropship,OEM,0,0.0,0,DONA Thời Trang,19,Gọng kính nam,0,0.0
91831301,Kính lão thị viễn thị giả bút cài màu Đen cực tiện lợi,99000,99000,dropship,OEM,4,4.8,0,PHỤ KIỆN THIÊN MINH,4,Gọng kính nam,31,0.0
74636624,"Gọng kính, mắt kính SARIFA 3505 (53-19-145) chính hãng, nhiều màu lựa chọn",520000,159000,dropship,SARIFA,7,4.3,0,SUNGLASSHUT,4,Gọng kính nam,13,69.42
97503586,Kính lão thị viễn thị chống tăng độ trung niên chống mỏi cao cấp,145000,145000,dropship,OEM,1,4.0,0,THẾ GIỚI THỜI TRANG 24H,5,Gọng kính nam,5,0.0
115548295,Gọng Kính Kim Loại Nữ,95000,95000,dropship,OEM,0,0.0,0,Gọng Kính Cận Store,5,Root,0,0.0
246165105,Gọng kính cận nam nữ dáng vuông to LANI 1322 lõi thép siêu bền - Lắp mắt cận có độ theo yêu cầu,149000,149000,dropship,LANI,0,0.0,0,Kính Mắt Lani,6,Root,0,0.0
52055333,Kính lão thị trung niên kính viễn thị sẵn độ mắt cực sáng và rõ hàng cao cấp Nhat ban siêu dẻo HTTPKVM07PK,109000,109000,dropship,OEM,5,5.0,0,Tổng Kho Phụ Kiện Thiên Ngọc,4,Thời Trang,15,0.0
36106638,KÍNH VIỄN THỊ CHỐNG ÁNH SÁNG XANH SIÊU DẺO CAO CẤP KV191_DROPXHIP,90000,90000,dropship,OEM,0,0.0,0,THẾ GIỚI THỜI TRANG 24H,9,Thời Trang,0,0.0
49952586,Kính lão thị sẵn độ siêu dẻo nam nữ thời trang kv09cp7 hàng cao cấp mắt chống ánh sáng xanh,110000,110000,dropship,OEM,1,4.0,0,PHỤ KIỆN THIÊN MINH,7,Thời Trang,14,0.0
250012006,Kính lão thị viễn thị nam nữ có sẵn độ KVN03UNIQUI toàn viền chống AS XANH bảo vệ mắt chống mỏi chống tăng độ,141550,141550,dropship,OEM,0,0.0,0,PHỤ KIỆN THIÊN MINH,5,Root,1,0.0
109917417,️️Áo Quây Có Gọng Chống Tụt Rain Col ( Mã SP B099)️️,130000,130000,dropship,OEM,0,0.0,0,Sexychip,9,Root,0,0.0
139440812,Kính Mắt Vuông Gọng Nhựa Dẻo Basic Cho Nam và Nữ Olive031,120000,114000,dropship,LiLiLa,0,0.0,0,Kính Xinh Shop,3,Gọng kính nam,0,5.0
48447314,Kính mắt vuông gọng kim loại tăm mảnh KOREA,108000,108000,dropship,OEM,0,0.0,0,Kính Xinh Shop,3,Thời Trang,2,0.0
74845069,Kính lão thị viễn thị sẵn độ không vành sang trọng siêu nhẹ 09KV đeo cực êm và ôm độ tuwg +100 đến +400,109000,109000,dropship,OEM,3,3.0,0,PHỤ KIỆN THIÊN MINH,5,Gọng kính nam,9,0.0
84775103,kính lão thị gập gọn có bao đeo hông kính mắt trung niên cao cấp,109000,109000,dropship,OEM,6,5.0,0,PHỤ KIỆN THIÊN MINH,5,Gọng kính nam,14,0.0
139581781,Kính Gọng Mắt Tròn Xoe Kim Loại Phong Cách Cổ Điển (BẠC),120000,120000,dropship,LALAMIA,0,0.0,0,Kính Xinh,4,Gọng kính nam,0,0.0
142989073,Kính vintage kim loại gọng mắt tròn nhỏ thời trang cho Nam và nữ,120000,114000,dropship,LiLiLa,0,0.0,0,Kính Xinh Shop,3,Gọng kính nam,0,5.0
208735251,"Kính lão thị đọc sách, kính viễn thị gập gọn có bao đựng đeo hông tiện lợi chuẩn độ nam nữ ( sale toàn bộ KVT20.05)",99000,99000,dropship,OEM,0,0.0,0,PHỤ KIỆN THIÊN MINH,7,Gọng kính nam,0,0.0
40979913,Kính viễn thị kính đọc sách hai tròng nhìn xa và gần hàng xịn mắt kính cực trong và sáng KV89,149000,149000,dropship,OEM,0,0.0,0,PHỤ KIỆN THIÊN MINH,7,Thời Trang,15,0.0
115547893,GỌNG KÍNH CẬN VUÔNG KIM LOẠI MẢNH SIÊU HOT,89000,89000,dropship,OEM,1,5.0,0,Gọng Kính Cận Store,8,Root,1,0.0
84775222,Kính lão thị trung niên gập gọn gọng hợp kim cao cấp màu gold sang trọng,109000,109000,dropship,OEM,3,4.0,0,PHỤ KIỆN THIÊN MINH,4,Gọng kính nam,7,0.0
174308795,Gọng Kính Harry Porter Kim Loại Gọng Nhíp Lò Xo - Hàng cao cấp,99000,94000,dropship,CeCe CiCi,0,0.0,0,CECE STORE,3,Gọng kính nam,2,5.05
71677746,"Kính xinh, Kính giả cận, Gọng Kính cận thiết kế đơn giản cho nam và nữ + Tặng Tuavit Kính xinh mini tiện lợi",169000,169000,dropship,HOKO,0,0.0,0,Kính Xinh Shop,3,Gọng kính,1,0.0
137952207,Mắt kính gọng cận thời trang nam nữ mặt vuông gọng đen dẻo TR90 mẫu G002,179000,179000,dropship,OEM,1,4.0,0,Shop Kính Mắt AQ,6,Gọng kính nam,3,0.0
49950630,kính lão thị +1.00 đến +4.00 nam nữ cap cấp siêu dẻo chịu lực kvm301PKTM,142000,142000,dropship,OEM,6,4.5,0,PHỤ KIỆN THIÊN MINH,5,Thời Trang,15,0.0
112131586,"Kính Xinh, Kính Nam nữ Mắt vuông nhựa chống ánh sáng xanh, chống lóa uv cao cấp (Nhiều màu)",120000,120000,dropship,LALAMIA,4,4.8,0,Kính Xinh,3,Gọng kính nam,11,0.0
28640051,Gọng Kính Cận Clubmaster Nam 2014,147000,147000,dropship,OEM,3,5.0,0,THẾ GIỚI THỜI TRANG 24H,3,Thời Trang,4,0.0
129969891,Gọng Kính Cận Kính Mát Giả Cận Nam Nữ Fom Mắt Vuông,89000,89000,dropship,OEM,0,0.0,0,Gọng Kính Cận Store,5,Gọng kính nam,1,0.0
28585472,Kính viễn thị cao cấp kiểu dáng thể thao 139KDNKVN,132000,132000,tiki_delivery,OEM,49,4.5,0,Namquynhshop,7,Thời Trang,125,0.0
73778062,"Kính xinh, Kính Mắt vuông nhỏ unisex đẳng cấp cho Nam và Nữ + tặng tuavit Kính Xinh mini đa năng",169000,169000,dropship,OEM,0,0.0,0,Kính Xinh Shop,4,Gọng kính nam,0,0.0
124089604,[34] Gọng kính cận nam nữ đa giác retro chống ánh sáng xanh,65000,65000,dropship,OEM,1,5.0,0,Young Love,2,Gọng kính nam,1,0.0
33115869,Gọng Kính Cận Nam Clubmaster 7422 Viền Bạc,142000,142000,dropship,OEM,0,0.0,0,Kính Xinh Shop,5,Thời Trang,1,0.0
174471930,Kính Mắt Tròn Ulzzang Kim Loại Phong Cách Hàn Quốc (ĐEN),123000,123000,dropship,LALAMIA,0,0.0,0,Kính Xinh,4,Gọng kính nam,0,0.0
33438318,Kính Mắt tròn xoe Kim loại,89000,89000,dropship,OEM,0,0.0,0,THỊNH PHÁT SHOP,3,Thời Trang,0,0.0
165758201,"Kính Mắt Tròn Nhỏ Gọng Nhựa - Đường kính 4,3cm (Nhiều Màu)",129000,129000,dropship,LALAMIA,0,0.0,0,Kính Xinh,2,Gọng kính nam,0,0.0
74639112,"Gọng kính, mắt kính SARIFA 3520 (52-19-142) chính hãng, nhiều màu lựa chọn",520000,159000,dropship,SARIFA,5,5.0,0,SUNGLASSHUT,4,Gọng kính nam,28,69.42
101475574,Kính mắt gọng dẻo siêu nhẹ xinh 210- Full màu,149000,149000,dropship,OEM,0,0.0,0,THẾ GIỚI THỜI TRANG 24H,3,Root,0,0.0
46467768,Gọng Kính Cận Nhựa Dẻo Nam/ Nữ N240 2188 Vuông Vừa,145000,145000,dropship,OEM,0,0.0,0,THẾ GIỚI THỜI TRANG 24H,1,Thời Trang,0,0.0
26266851,Kính viễn thị ánh sáng xanh chống bức xạ cao cấp -KDN -KVT12,146000,146000,dropship,OEM,5,3.6,0,PHỤ KIỆN THIÊN MINH,5,Thời Trang,25,0.0
46247790,Kính Mắt vuông unisex gọng Kim loại,90000,90000,dropship,OEM,0,0.0,0,loc tai tai,3,Thời Trang,0,0.0
122202243,"Gọng Kính Cận, Kính Giả Cận Nam Nữ Mắt Vuông Gọng Nhựa Đen Chống Ánh Sáng Xanh Không Độ",120000,120000,dropship,LALAMIA,4,5.0,0,Kính Xinh,5,Gọng kính nam,8,0.0
145627090,Kính Gọng Mắt Tròn Harry Porter Form Nhỏ,160000,160000,dropship,LALAMIA,0,0.0,0,Kính Xinh,4,Gọng kính nam,0,0.0
135329452,"[62] Kính giả cận thời trang mắt to tròn bảo vệ mắt chống tia UV, kính mát Unisex",75000,75000,dropship,OEM,0,0.0,0,Young Love,1,Gọng kính nam,0,0.0
118522503,"Kính Giả Cận, Gọng Kính Cận Nam Nữ Mắt Vuông Nhỏ Trong Suốt Không Độ - KÍNH XINH SHOP",99000,99000,dropship,LiLiLa,1,1.0,0,Kính Xinh Shop,4,Gọng kính nam,4,0.0
94520404," Gọng kính cận tròn nhựa dẻo nam nữ 2309, kiếng mắt giả cận unisex - Tiệm kính Candy",140000,140000,dropship,OEM,0,0.0,0,kinhmatcandy,5,Root,0,0.0
177595532,Gọng kính kính giả cận tròng mắt tròn thời trang nam nữ Braby chất liệu TR90 chống gãy kiểu dáng basic trẻ trung MK54,149000,149000,dropship,OEM,0,0.0,0,KÍNH MẮT BRABY,8,Root,0,0.0
133490768,Gọng Kính Cận Vintage,89000,89000,dropship,OEM,0,0.0,0,Gọng Kính Cận Store,5,Gọng kính nam,0,0.0
115547763,GỌNG KÍNH CẬN TRÒN KIM LOẠI NỮA GỌNG,89000,89000,dropship,OEM,0,0.0,0,Gọng Kính Cận Store,9,Root,0,0.0
112131850,"Gọng kính cận, Kính thời trang mắt vuông unisex chống ánh sáng xanh, chống lóa uv - Hàng cao cấp",120000,114000,dropship,LiLiLa,0,0.0,0,Kính Xinh Shop,3,Gọng kính nam,0,5.0
118330383,Gọng Kính Cận Gọng Cận Nam Nữ Cao Cấp Nhựa Dẻo Hàn Quốc Ulzzang (Màu Trong Suốt),120000,114000,dropship,HOKO,0,0.0,0,Kính Xinh Shop,4,Gọng kính nam,0,5.0
56069813,Kính lão thị viễn thị trung niên nam nữ có bao da KVM01CP3 hàng sẵn độ cực sáng và rõ,109000,109000,dropship,OEM,4,3.8,0,PHỤ KIỆN THIÊN MINH,6,Thời Trang,13,0.0
94519851, Kính mắt mèo gọng nhựa dẻo M6383 - Tiệm kính Candy,120000,120000,dropship,OEM,0,0.0,0,kinhmatcandy,8,Root,0,0.0
69702031,"Gọng Kính xinh, Gọng Kính cận, Kính giả cận nhựa dẻo teen + tặng Tuavit Kính xinh mini tiện lợi",129000,122550,dropship,OEM,0,0.0,0,Kính Xinh,3,Thời Trang,0,5.0
34137447,Kính Giả Cận Nam Nữ Gọng Kính Cận Không Độ Mắt tròn Gọng Bạc - BLUE LIGHT SHOP,136000,129000,dropship,OEM,0,0.0,0,CECE STORE,4,Thời Trang,3,5.15
198089125,Kính Lão Kính Đọc Sách Gọng Nhựa Dẻo Bền Bỉ Không Gãy Mẫu Thời Trang Unisex,94000,94000,dropship,OEM,0,0.0,0,BCB VIỆT NAM,10,Gọng kính nam,2,0.0
190758126,Mắt kính cận không độ nam nữ POSHOP gọng kim loại cao cấp chống tia uv400 thời trang dễ đeo CH012,99000,99000,dropship,OEM,0,0.0,0,Mắt Kính PoShop,9,Root,0,0.0
52288807,Kính lão thị sẵn độ HTTPKV88PK mắt kính cực sáng và rõ cho cả nam và nữ,99000,99000,dropship,OEM,1,2.0,0,Tổng Kho Phụ Kiện Thiên Ngọc,6,Thời Trang,5,0.0
216030132,Kính đọc sách gọng nửa viền cước dành cho nam và nữ kiểu dáng đẹp chuẩn độ từ 1.0-4.0 độ mẫu L30,99000,99000,dropship,OEM,0,0.0,0,Shop Kính Mắt AQ,7,Gọng kính nam,3,0.0
182602617,"Kính viễn thị, lão thị hai tròng nhìn xa và gần QN02",136000,136000,tiki_delivery,OEM,0,0.0,0,Namquynhshop,5,Gọng kính nam,2,0.0
45646415,Kính viễn thị kính lão thị đọc sách siêu dẻo  UNIQUIKV09 chống mỏi khi đeo lâu,83000,83000,dropship,OEM,0,0.0,0,THẾ GIỚI THỜI TRANG 24H,6,Thời Trang,4,0.0
54086396,Kính lão thị trung niên 88KVHT sẵn độ cực rõ và sáng,109000,109000,dropship,OEM,2,4.0,0,PHỤ KIỆN THIÊN MINH,4,Thời Trang,30,0.0
33433802,Kính gọng VIntage kim loại ,120000,114000,dropship,OEM,4,4.8,0,Kính Xinh,5,Thời Trang,26,5.0
181713351,Gọng kính nhựa dẻo tr90 thời trang nam nữ Ouress 98629,140000,140000,dropship,OURESS,0,0.0,0,Kính Mắt Ouress,7,Gọng kính nam,0,0.0
165984199,Kính Thời Trang Kim Loại Bản To Unisex Cho Nam và Nữ - Hàng Cao Cấp Có Thể Thay Tròng Cận/Viễn/Loạn,180000,180000,dropship,LALAMIA,0,0.0,0,Kính Xinh,2,Gọng kính nam,0,0.0
125638614,[40] Gọng kính mắt cận nam nữ dáng vuông gọng nhựa dẻo cốt kim loại,45000,45000,dropship,OEM,0,0.0,0,Young Love,3,Gọng kính nam,1,0.0
89045174,Kính mắt tròn gọng Kim loại Hàn Quốc hottrends + tặng tuavit Kính xinh mini đa năng,123000,116850,dropship,LALAMIA,1,3.0,0,Kính Xinh,4,Gọng kính nam,1,5.0
174247719,Kính Mắt Vuông Nửa Viền Unisex Gọng Nhựa Dẻo Hàn Quốc,160000,152000,dropship,CeCe CiCi,0,0.0,0,CECE STORE,2,Gọng kính nam,0,5.0
188079183,Kính đọc sách cho người già NQV02,99000,99000,tiki_delivery,OEM,0,0.0,0,Namquynhshop,5,Gọng kính nam,1,0.0
208776625,Kính lão thị kính đọc sách sẵn độ gập gọn ( chuẩn độ +100 đến +400 tặng bao đựng đeo hông PU 20.05) ,99000,99000,dropship,OEM,0,0.0,0,PHỤ KIỆN THIÊN MINH,6,Gọng kính nam,0,0.0
138939136,Kính LemTos Mắt Vuông Form Nhỏ Gọng Nhựa Dày Chắc Chắn (Nhiều Màu),150000,142500,dropship,LiLiLa,0,0.0,0,Kính Xinh Shop,4,Gọng kính nam,1,5.0
